Order_id,branch_id,customer_id,time,payment_method,status_order,installation_order
4210,300,129,2025-07-07 18:38:53,Online,Completed,No
4211,200,1823,2025-06-20 19:46:34,Debit Card,Completed,Yes
4212,100,1998,2025-04-14 09:45:54,Debit Card,Cancelled,Yes
4213,300,380,2024-11-28 12:10:41,Online,Completed,No
4214,100,2167,2024-10-13 21:27:07,Cash,Completed,No
4215,300,242,2024-12-18 15:43:31,Credit Card,Completed,No
4216,200,2123,2025-05-07 13:49:18,Debit Card,Completed,Yes
4217,200,902,2023-12-02 06:49:30,Cash,Completed,No
4218,200,2697,2025-03-20 16:35:26,Cash,Completed,Yes
4219,100,1928,2024-07-28 09:17:06,Credit Card,Completed,Yes
4220,300,1152,2025-06-17 07:10:58,Credit Card,Completed,No
4221,100,504,2025-05-29 23:29:30,Debit Card,Completed,Yes
4222,200,2324,2023-07-05 20:17:52,Debit Card,Cancelled,No
4223,100,1059,2024-01-17 02:09:12,Credit Card,Completed,No
4224,300,1367,2024-12-31 07:50:26,Debit Card,Completed,Yes
4225,300,358,2024-07-17 22:55:41,Online,Completed,No
4226,200,1027,2025-04-05 06:44:45,Cash,Pending,Yes
4227,200,1845,2025-05-14 18:39:16,Credit Card,Pending,Yes
4228,300,1219,2025-03-07 06:58:02,Cash,Completed,Yes
4229,200,2858,2024-02-14 16:21:16,Debit Card,Completed,No
4230,100,2859,2025-03-07 09:11:17,Cash,Completed,Yes
4231,300,1535,2025-01-13 07:46:56,Online,Completed,No
4232,200,1471,2025-05-10 21:59:20,Online,Pending,Yes
4233,100,2933,2024-01-08 02:53:43,Credit Card,Completed,No
4234,100,206,2025-01-02 06:19:51,Online,Cancelled,No
4235,100,2098,2024-10-02 15:48:16,Online,Completed,Yes
4236,100,55,2023-10-16 09:26:44,Cash,Completed,No
4237,200,1357,2024-11-14 03:48:59,Credit Card,Pending,Yes
4238,200,1084,2025-07-07 06:21:34,Debit Card,Completed,No
4239,100,1693,2024-10-14 23:43:20,Debit Card,Completed,Yes
4240,200,2146,2025-01-26 07:37:22,Debit Card,Completed,No
4241,200,498,2025-05-25 12:33:58,Credit Card,Pending,Yes
4242,300,155,2025-04-10 08:25:24,Cash,Completed,Yes
4243,100,559,2025-03-23 01:31:37,Credit Card,Completed,No
4244,200,1970,2025-07-02 07:23:03,Cash,Completed,No
4245,100,634,2025-05-25 16:09:34,Credit Card,Completed,No
4246,300,733,2024-05-03 21:02:11,Cash,Completed,No
4247,100,316,2025-02-22 04:56:58,Online,Completed,Yes
4248,200,2899,2024-02-08 06:04:04,Debit Card,Completed,No
4249,200,911,2025-02-06 20:56:52,Credit Card,Completed,Yes
4250,200,1451,2025-04-22 14:47:43,Cash,Completed,Yes
4251,200,2547,2024-05-05 08:25:18,Credit Card,Completed,Yes
4252,300,1475,2024-09-08 11:12:05,Online,Completed,No
4253,100,2345,2025-06-28 08:04:27,Online,Completed,No
4254,200,2664,2023-11-15 21:54:40,Credit Card,Completed,Yes
4255,300,1958,2025-06-11 08:38:06,Online,Completed,No
4256,300,2666,2025-07-13 03:43:06,Debit Card,Completed,No
4257,300,2886,2025-03-06 07:26:22,Credit Card,Completed,Yes
4258,200,76,2025-06-10 03:39:20,Debit Card,Pending,Yes
4259,300,2757,2025-04-01 13:42:58,Cash,Pending,No
4260,300,195,2025-01-02 05:18:36,Online,Completed,Yes
4261,200,135,2025-03-31 13:41:40,Credit Card,Completed,No
4262,200,2579,2024-08-18 03:17:06,Cash,Completed,Yes
4263,200,813,2023-10-24 17:40:58,Debit Card,Completed,No
4264,100,1828,2025-03-24 22:48:27,Credit Card,Completed,No
4265,100,1504,2024-12-12 20:52:42,Cash,Completed,Yes
4266,300,1458,2025-02-23 17:17:31,Cash,Pending,Yes
4267,200,1426,2024-12-04 03:38:00,Credit Card,Completed,Yes
4268,200,130,2025-03-10 02:52:17,Credit Card,Completed,No
4269,200,326,2024-09-29 17:50:32,Online,Completed,Yes
4270,100,2334,2024-10-20 10:15:06,Online,Cancelled,Yes
4271,100,589,2025-06-19 20:20:31,Cash,Completed,Yes
4272,100,2242,2025-05-17 03:28:00,Credit Card,Completed,No
4273,300,1812,2025-05-08 14:27:24,Credit Card,Pending,No
4274,300,2598,2025-02-10 10:53:12,Cash,Pending,Yes
4275,200,1272,2024-04-10 21:07:42,Cash,Completed,No
4276,200,360,2025-06-25 13:53:46,Cash,Completed,No
4277,200,1499,2025-06-03 11:01:11,Credit Card,Cancelled,No
4278,100,2698,2025-06-06 05:05:21,Debit Card,Completed,No
4279,300,2456,2024-05-09 22:39:53,Credit Card,Completed,Yes
4280,300,1982,2025-07-10 08:31:13,Cash,Completed,Yes
4281,300,2508,2025-06-16 20:15:07,Online,Pending,Yes
4282,200,1189,2024-12-02 06:59:04,Cash,Completed,No
4283,200,2069,2024-08-01 14:10:44,Online,Completed,No
4284,300,1877,2024-09-01 21:30:45,Debit Card,Cancelled,No
4285,300,1577,2025-07-14 08:10:47,Credit Card,Completed,Yes
4286,100,468,2024-10-03 05:52:59,Debit Card,Completed,No
4287,200,2221,2024-06-20 18:14:19,Online,Cancelled,Yes
4288,300,296,2025-03-14 14:58:29,Online,Cancelled,No
4289,100,351,2025-04-09 20:42:17,Online,Cancelled,No
4290,100,181,2025-06-17 19:50:57,Cash,Completed,Yes
4291,300,2951,2025-03-01 16:26:49,Credit Card,Completed,No
4292,100,103,2025-05-17 04:44:21,Credit Card,Completed,Yes
4293,100,1355,2024-12-12 04:14:08,Online,Completed,Yes
4294,300,1596,2025-06-13 03:14:06,Cash,Completed,No
4295,200,2729,2025-01-20 01:58:40,Online,Pending,No
4296,300,2946,2025-06-29 07:14:37,Cash,Completed,No
4297,300,602,2024-08-19 03:27:54,Cash,Completed,No
4298,100,2374,2025-03-17 13:40:16,Online,Completed,No
4299,100,854,2025-05-04 11:08:31,Credit Card,Completed,No
4300,100,1918,2025-01-16 05:40:58,Cash,Cancelled,No
4301,100,2559,2023-08-09 12:17:23,Online,Completed,Yes
4302,200,2972,2023-11-13 06:18:30,Online,Cancelled,Yes
4303,300,1910,2025-03-28 14:41:45,Debit Card,Completed,Yes
4304,300,1716,2024-01-25 03:40:20,Online,Completed,No
4305,200,2094,2025-02-07 08:16:55,Cash,Completed,Yes
4306,300,2583,2025-07-03 02:17:20,Credit Card,Pending,No
4307,300,1272,2025-05-07 01:31:53,Debit Card,Completed,Yes
4308,100,1326,2023-11-06 05:58:19,Online,Completed,Yes
4309,300,2764,2025-04-16 13:33:52,Debit Card,Completed,No
4310,300,1079,2025-04-28 13:45:27,Credit Card,Completed,Yes
4311,100,428,2025-05-14 12:40:46,Debit Card,Completed,No
4312,100,812,2023-07-22 03:17:10,Cash,Completed,No
4313,100,503,2024-10-13 06:06:28,Online,Completed,Yes
4314,100,769,2024-01-21 13:27:16,Cash,Completed,No
4315,100,2667,2024-06-13 00:54:40,Debit Card,Completed,No
4316,200,1743,2025-06-07 23:51:50,Online,Pending,No
4317,300,1629,2025-04-12 22:40:21,Cash,Completed,No
4318,300,1644,2025-03-17 14:21:36,Credit Card,Completed,No
4319,200,2764,2024-02-09 02:15:25,Debit Card,Completed,No
4320,100,2534,2025-03-30 11:55:32,Cash,Completed,No
4321,100,2468,2022-12-03 09:46:12,Credit Card,Completed,No
4322,300,985,2024-11-09 10:45:44,Credit Card,Completed,No
4323,100,2752,2023-11-01 14:17:46,Cash,Pending,Yes
4324,300,773,2024-04-27 20:49:22,Cash,Completed,No
4325,200,2262,2025-05-09 08:31:20,Online,Completed,Yes
4326,300,2756,2025-04-07 17:26:08,Credit Card,Completed,Yes
4327,100,995,2023-12-30 12:19:09,Credit Card,Completed,No
4328,200,120,2025-03-10 08:36:25,Online,Completed,Yes
4329,100,2990,2025-02-15 09:56:49,Cash,Completed,No
4330,100,2328,2025-01-11 03:19:25,Online,Completed,Yes
4331,200,1187,2023-10-03 09:14:02,Credit Card,Completed,Yes
4332,100,1622,2022-09-20 04:48:20,Cash,Completed,No
4333,100,160,2024-12-16 17:59:31,Credit Card,Pending,No
4334,300,2817,2025-01-07 10:14:40,Debit Card,Completed,No
4335,300,1324,2024-02-15 18:16:54,Debit Card,Completed,No
4336,300,285,2025-04-20 12:36:49,Cash,Completed,No
4337,100,940,2024-07-14 11:55:08,Cash,Completed,No
4338,100,2949,2023-07-21 19:54:48,Credit Card,Completed,Yes
4339,300,457,2025-06-28 05:37:09,Cash,Completed,No
4340,100,36,2025-07-10 10:59:10,Cash,Completed,Yes
4341,100,1985,2023-03-15 19:45:36,Online,Completed,Yes
4342,300,296,2025-03-05 09:59:55,Debit Card,Completed,Yes
4343,300,2048,2024-10-26 07:06:43,Online,Completed,Yes
4344,300,821,2025-02-07 06:43:44,Online,Completed,Yes
4345,100,412,2023-09-26 13:28:19,Debit Card,Completed,Yes
4346,100,1301,2025-05-02 12:12:58,Online,Completed,No
4347,200,2778,2024-07-03 19:46:51,Cash,Pending,No
4348,300,2617,2025-07-12 15:16:41,Online,Completed,Yes
4349,100,2721,2023-06-12 17:57:00,Debit Card,Completed,No
4350,200,2193,2025-04-01 19:18:18,Credit Card,Completed,No
4351,300,1662,2023-11-13 12:52:50,Debit Card,Completed,Yes
4352,200,1870,2024-06-01 07:39:44,Credit Card,Completed,No
4353,100,374,2022-09-07 21:20:26,Debit Card,Completed,Yes
4354,200,2314,2025-01-31 22:08:41,Cash,Completed,No
4355,200,1766,2024-05-03 04:52:04,Online,Completed,Yes
4356,100,1247,2024-05-18 15:35:02,Debit Card,Pending,Yes
4357,300,2633,2024-08-17 16:26:48,Debit Card,Completed,Yes
4358,100,1802,2025-06-01 00:44:31,Credit Card,Completed,Yes
4359,100,1769,2023-05-05 07:29:12,Cash,Completed,No
4360,300,1609,2025-03-16 10:11:11,Online,Completed,No
4361,100,2216,2022-09-13 19:00:25,Online,Completed,No
4362,100,571,2025-05-03 14:29:36,Cash,Completed,Yes
4363,300,2620,2024-07-09 18:15:24,Online,Cancelled,Yes
4364,200,2018,2024-08-16 00:06:56,Debit Card,Completed,Yes
4365,200,2978,2025-07-10 14:51:59,Debit Card,Cancelled,No
4366,100,2764,2025-01-31 15:49:03,Cash,Completed,No
4367,200,169,2025-04-27 23:15:40,Credit Card,Pending,No
4368,100,2260,2023-02-11 23:54:10,Online,Completed,Yes
4369,300,2261,2024-03-31 00:22:26,Cash,Pending,Yes
4370,100,1390,2023-02-19 17:42:10,Debit Card,Completed,No
4371,200,747,2023-05-26 23:03:53,Credit Card,Completed,Yes
4372,200,1378,2024-05-02 02:33:00,Cash,Completed,Yes
4373,300,1042,2024-12-28 22:08:14,Cash,Completed,No
4374,100,1344,2023-01-10 02:55:02,Online,Pending,No
4375,300,2172,2025-06-05 22:06:55,Cash,Completed,Yes
4376,300,137,2024-01-13 21:58:29,Credit Card,Completed,No
4377,100,2046,2025-01-28 09:16:58,Online,Pending,No
4378,100,883,2022-04-08 11:00:52,Online,Completed,Yes
4379,300,1464,2025-03-23 07:22:35,Credit Card,Completed,No
4380,100,2388,2024-03-14 18:05:23,Online,Completed,Yes
4381,100,2464,2023-11-04 15:23:03,Cash,Completed,No
4382,300,778,2025-06-14 19:56:13,Debit Card,Completed,Yes
4383,300,176,2025-02-14 16:23:37,Debit Card,Completed,No
4384,200,598,2023-12-14 23:41:01,Debit Card,Completed,Yes
4385,100,1301,2022-05-12 23:09:19,Credit Card,Pending,Yes
4386,300,3000,2025-06-07 23:43:03,Online,Completed,Yes
4387,200,491,2025-04-24 10:14:48,Cash,Completed,No
4388,300,2728,2024-06-08 23:37:12,Debit Card,Completed,No
4389,100,733,2025-05-04 04:53:25,Debit Card,Completed,Yes
4390,100,2816,2024-01-20 09:42:12,Debit Card,Completed,Yes
4391,200,2575,2023-07-10 22:41:58,Cash,Completed,No
4392,200,1826,2025-04-27 21:20:13,Cash,Completed,No
4393,100,2704,2025-05-24 00:54:02,Online,Completed,No
4394,300,2573,2025-02-26 04:13:15,Debit Card,Completed,Yes
4395,100,1347,2024-03-31 08:30:47,Cash,Completed,No
4396,300,2554,2025-07-12 09:54:40,Online,Pending,Yes
4397,100,1424,2025-05-06 07:55:41,Credit Card,Completed,No
4398,300,1859,2024-08-16 02:22:11,Credit Card,Pending,No
4399,100,949,2024-05-08 07:29:31,Online,Completed,Yes
4400,300,2264,2025-01-26 02:21:11,Credit Card,Completed,Yes
4401,200,588,2024-10-02 17:38:58,Credit Card,Completed,Yes
4402,300,1051,2025-06-30 04:26:49,Debit Card,Completed,No
4403,100,2522,2023-10-26 14:58:30,Online,Completed,Yes
4404,300,1181,2025-01-21 10:16:15,Online,Completed,No
4405,300,609,2024-08-14 05:26:07,Credit Card,Completed,No
4406,200,1362,2024-10-02 09:42:14,Credit Card,Completed,No
4407,200,2187,2025-05-03 00:09:10,Credit Card,Pending,Yes
4408,200,2985,2025-05-15 14:37:54,Cash,Completed,Yes
4409,300,116,2025-07-06 09:12:55,Credit Card,Cancelled,Yes
4410,100,2494,2024-09-27 11:54:43,Cash,Completed,No
4411,300,1537,2025-05-22 13:53:54,Debit Card,Pending,No
4412,100,674,2025-01-21 04:58:48,Cash,Pending,Yes
4413,300,550,2025-04-16 13:17:58,Debit Card,Cancelled,No
4414,300,241,2024-10-18 03:11:37,Credit Card,Completed,Yes
4415,100,1781,2025-05-01 22:10:00,Credit Card,Completed,No
4416,100,1016,2024-07-27 23:21:48,Debit Card,Completed,No
4417,300,1902,2025-04-28 10:37:54,Credit Card,Completed,Yes
4418,200,2059,2024-10-22 19:45:28,Online,Pending,Yes
4419,200,2215,2024-12-20 10:52:41,Credit Card,Pending,No
4420,100,747,2024-10-18 21:25:53,Credit Card,Completed,Yes
4421,300,1282,2025-07-14 15:34:45,Credit Card,Completed,Yes
4422,300,106,2024-02-06 18:33:07,Debit Card,Pending,Yes
4423,300,2462,2025-05-09 10:30:31,Online,Completed,Yes
4424,100,1815,2024-09-18 01:20:26,Cash,Completed,Yes
4425,200,2159,2024-07-07 20:52:09,Debit Card,Pending,No
4426,300,1956,2025-06-22 06:00:49,Credit Card,Completed,No
4427,200,1245,2022-12-03 19:11:32,Credit Card,Completed,Yes
4428,100,2885,2022-09-03 08:37:53,Debit Card,Completed,Yes
4429,300,880,2025-07-13 18:07:30,Credit Card,Cancelled,Yes
4430,100,1201,2024-09-23 00:43:44,Cash,Completed,No
4431,100,315,2024-12-19 17:32:34,Cash,Completed,Yes
4432,300,1898,2024-01-21 03:41:04,Cash,Completed,No
4433,100,441,2024-06-03 01:26:57,Debit Card,Completed,Yes
4434,100,2113,2025-03-31 17:38:19,Debit Card,Completed,No
4435,200,2799,2025-04-16 19:57:29,Cash,Completed,Yes
4436,200,897,2024-01-02 14:12:07,Online,Completed,No
4437,100,2030,2024-11-26 03:34:24,Cash,Completed,No
4438,200,1198,2024-10-17 13:47:53,Online,Completed,No
4439,200,1533,2025-05-16 03:46:49,Credit Card,Completed,No
4440,200,391,2024-02-17 13:28:39,Online,Completed,No
4441,100,1665,2025-02-17 15:05:32,Debit Card,Completed,Yes
4442,200,339,2024-02-16 04:17:29,Online,Cancelled,Yes
4443,100,2769,2024-01-07 09:05:45,Cash,Completed,No
4444,300,528,2024-08-06 14:16:40,Online,Completed,No
4445,300,2980,2025-02-24 19:45:29,Debit Card,Completed,No
4446,300,1802,2025-02-19 02:22:48,Cash,Cancelled,Yes
4447,200,2322,2024-05-12 20:29:30,Credit Card,Completed,No
4448,300,1459,2023-12-28 01:41:50,Debit Card,Pending,No
4449,200,2834,2025-07-14 02:33:23,Cash,Completed,No
4450,100,1748,2024-04-16 18:16:05,Credit Card,Completed,Yes
4451,200,2420,2024-12-03 07:17:35,Debit Card,Completed,Yes
4452,300,216,2024-11-13 12:13:51,Online,Cancelled,Yes
4453,300,1073,2025-04-01 16:46:01,Debit Card,Completed,Yes
4454,300,2587,2025-03-21 04:32:42,Debit Card,Completed,No
4455,200,2340,2025-06-27 23:07:37,Debit Card,Completed,No
4456,300,1181,2025-07-08 04:25:01,Credit Card,Completed,Yes
4457,200,2158,2025-05-15 09:00:31,Credit Card,Pending,No
4458,100,91,2024-01-20 03:37:41,Debit Card,Completed,No
4459,100,1759,2023-08-06 11:28:16,Online,Completed,Yes
4460,300,801,2025-03-06 11:14:28,Credit Card,Pending,Yes
4461,100,1721,2025-01-22 09:32:57,Debit Card,Completed,Yes
4462,200,1389,2025-04-04 02:12:05,Debit Card,Completed,No
4463,300,1940,2025-04-20 03:34:28,Debit Card,Completed,No
4464,100,13,2024-09-11 16:34:55,Debit Card,Pending,No
4465,200,855,2023-12-27 05:53:53,Cash,Completed,No
4466,200,2614,2024-07-06 14:56:51,Cash,Completed,No
4467,200,2104,2025-06-13 01:53:45,Debit Card,Completed,No
4468,100,666,2024-04-10 02:07:21,Debit Card,Completed,No
4469,200,2032,2024-10-01 00:53:20,Online,Completed,Yes
4470,200,2459,2024-09-27 04:42:44,Debit Card,Pending,No
4471,300,1597,2025-05-24 03:25:28,Cash,Pending,Yes
4472,300,1588,2024-12-06 08:49:03,Debit Card,Completed,Yes
4473,200,187,2024-05-16 09:07:41,Online,Completed,Yes
4474,200,130,2024-03-28 02:50:16,Credit Card,Pending,No
4475,300,2733,2025-06-16 00:34:15,Cash,Completed,Yes
4476,200,827,2025-02-14 22:20:47,Cash,Completed,No
4477,300,839,2024-08-29 11:59:24,Credit Card,Cancelled,No
4478,300,2092,2025-06-14 18:09:20,Debit Card,Completed,No
4479,200,1820,2024-11-25 06:33:51,Cash,Pending,No
4480,100,47,2024-07-28 22:30:18,Debit Card,Completed,No
4481,200,205,2023-08-24 09:50:18,Online,Pending,No
4482,200,78,2025-05-18 15:57:58,Online,Completed,Yes
4483,100,644,2023-11-21 23:43:04,Online,Completed,No
4484,200,1331,2024-09-17 01:39:27,Online,Completed,No
4485,100,1843,2024-05-30 23:21:09,Credit Card,Completed,Yes
4486,200,2811,2024-05-17 06:42:52,Debit Card,Completed,Yes
4487,100,2642,2025-06-14 13:36:01,Online,Completed,Yes
4488,300,2487,2025-06-09 21:17:50,Debit Card,Pending,No
4489,100,1167,2025-03-10 12:18:26,Debit Card,Pending,No
4490,100,746,2025-02-24 15:02:18,Credit Card,Completed,No
4491,200,1502,2025-03-01 13:31:17,Debit Card,Completed,No
4492,200,2386,2024-06-25 19:40:48,Debit Card,Completed,Yes
4493,300,2921,2024-12-07 04:52:55,Credit Card,Completed,No
4494,100,1283,2023-07-31 11:55:54,Online,Cancelled,Yes
4495,300,2796,2024-11-12 06:51:20,Debit Card,Completed,Yes
4496,300,2757,2025-06-26 00:23:53,Debit Card,Pending,Yes
4497,300,1305,2024-08-20 00:04:38,Cash,Completed,No
4498,200,1401,2025-03-18 12:55:38,Debit Card,Completed,No
4499,300,2476,2025-02-23 11:45:46,Online,Completed,No
4500,200,798,2025-02-05 06:48:31,Online,Completed,Yes
4501,100,1315,2024-10-30 11:10:28,Cash,Completed,Yes
4502,300,2200,2024-12-16 11:40:21,Online,Completed,No
4503,300,2653,2025-04-29 16:45:33,Debit Card,Completed,Yes
4504,300,390,2025-04-28 21:31:35,Debit Card,Completed,Yes
4505,200,1430,2025-05-29 11:09:28,Debit Card,Completed,Yes
4506,200,562,2025-06-21 21:26:19,Online,Pending,Yes
4507,200,305,2024-06-27 09:46:41,Cash,Completed,Yes
4508,200,558,2025-01-07 14:01:26,Cash,Completed,Yes
4509,100,1939,2024-12-14 19:34:35,Debit Card,Completed,Yes
4510,100,1651,2025-04-26 00:07:06,Debit Card,Completed,No
4511,300,1405,2024-12-21 13:48:29,Debit Card,Completed,Yes
4512,100,227,2022-12-17 21:47:29,Cash,Completed,Yes
4513,200,2835,2024-11-02 19:59:51,Debit Card,Completed,No
4514,200,518,2024-04-05 01:24:02,Cash,Completed,No
4515,200,2293,2023-05-31 07:11:01,Credit Card,Completed,No
4516,300,1325,2025-07-09 16:33:07,Debit Card,Completed,Yes
4517,100,1737,2024-11-27 15:41:30,Credit Card,Completed,Yes
4518,200,2887,2025-06-19 15:26:51,Credit Card,Cancelled,No
4519,300,1488,2024-11-24 23:03:11,Cash,Completed,No
4520,200,169,2025-03-23 08:43:39,Cash,Completed,No
4521,300,892,2025-01-16 01:18:16,Online,Cancelled,No
4522,100,2465,2025-07-01 09:42:27,Debit Card,Completed,No
4523,100,2457,2025-01-23 18:42:34,Cash,Pending,No
4524,300,452,2025-06-24 04:09:48,Cash,Completed,Yes
4525,300,268,2025-06-23 16:26:14,Credit Card,Completed,No
4526,300,1142,2025-07-02 09:00:04,Cash,Completed,Yes
4527,300,1366,2025-05-03 11:27:37,Credit Card,Cancelled,Yes
4528,200,1279,2025-04-15 12:44:11,Credit Card,Completed,Yes
4529,100,749,2023-10-29 04:23:45,Online,Completed,No
4530,200,2566,2024-02-25 06:30:50,Online,Completed,No
4531,200,2940,2025-07-14 13:23:44,Credit Card,Pending,No
4532,300,2196,2025-02-28 02:29:36,Cash,Completed,Yes
4533,200,2606,2024-10-28 05:04:17,Online,Pending,No
4534,100,2971,2024-09-05 06:03:13,Online,Completed,No
4535,100,269,2024-05-01 15:39:16,Debit Card,Completed,No
4536,300,1076,2024-06-30 23:45:14,Cash,Completed,Yes
4537,300,902,2024-12-04 02:59:48,Online,Completed,No
4538,100,1389,2025-05-11 14:25:22,Cash,Completed,No
4539,300,767,2025-05-17 05:37:23,Online,Completed,No
4540,200,923,2024-01-25 04:16:07,Cash,Completed,Yes
4541,300,2416,2025-06-20 15:32:08,Debit Card,Completed,Yes
4542,100,2943,2024-08-14 10:15:21,Online,Completed,No
4543,200,1536,2025-05-10 11:28:50,Online,Completed,No
4544,100,1759,2024-01-19 14:00:09,Debit Card,Completed,No
4545,300,1882,2025-07-05 12:38:15,Credit Card,Completed,No
4546,100,2303,2024-11-08 23:24:30,Online,Completed,Yes
4547,200,422,2025-01-22 03:31:15,Online,Completed,No
4548,300,1101,2025-03-25 19:52:29,Credit Card,Completed,No
4549,300,2127,2025-06-23 14:35:01,Online,Completed,No
4550,100,2668,2024-10-22 01:29:30,Cash,Completed,No
4551,300,1432,2025-02-09 16:06:46,Credit Card,Completed,Yes
4552,300,553,2025-06-25 12:19:42,Cash,Completed,No
4553,300,2993,2025-06-21 05:44:36,Cash,Completed,No
4554,300,2828,2024-08-12 19:39:23,Cash,Completed,No
4555,100,1159,2025-03-01 06:21:44,Debit Card,Completed,Yes
4556,100,2676,2022-10-24 08:00:52,Debit Card,Completed,Yes
4557,200,2596,2024-03-26 03:50:56,Debit Card,Completed,No
4558,300,2402,2024-10-23 18:59:52,Cash,Pending,No
4559,200,1931,2025-04-02 15:52:15,Online,Pending,No
4560,200,2035,2025-07-14 01:50:01,Online,Completed,No
4561,200,429,2025-07-10 11:45:01,Online,Completed,Yes
4562,300,2384,2025-07-14 09:58:08,Debit Card,Completed,Yes
4563,100,780,2024-12-09 00:55:55,Cash,Completed,No
4564,100,1543,2025-03-16 16:13:38,Debit Card,Completed,Yes
4565,200,1936,2025-07-06 08:51:43,Credit Card,Completed,No
4566,300,2808,2025-05-10 19:44:23,Online,Completed,No
4567,300,1313,2024-12-30 13:45:44,Debit Card,Completed,No
4568,300,2461,2025-02-28 21:09:05,Cash,Pending,No
4569,100,1994,2023-11-30 09:43:40,Credit Card,Completed,No
4570,100,1606,2024-08-24 15:02:48,Credit Card,Completed,No
4571,200,2847,2025-02-05 22:43:49,Credit Card,Completed,Yes
4572,300,971,2024-08-24 22:14:41,Debit Card,Completed,Yes
4573,200,115,2023-08-02 15:22:42,Credit Card,Cancelled,Yes
4574,300,1273,2025-02-05 10:39:47,Credit Card,Completed,Yes
4575,100,947,2023-12-23 02:25:44,Credit Card,Completed,Yes
4576,100,1224,2023-08-31 09:49:00,Cash,Completed,No
4577,100,1444,2025-01-28 15:03:03,Credit Card,Completed,No
4578,100,999,2024-08-18 23:08:17,Debit Card,Completed,No
4579,300,573,2025-05-06 12:38:49,Credit Card,Completed,No
4580,300,2120,2025-07-10 20:59:20,Credit Card,Completed,No
4581,100,1180,2025-05-10 02:52:42,Online,Completed,No
4582,100,2683,2025-04-18 01:38:51,Online,Cancelled,No
4583,300,389,2024-11-21 23:31:32,Online,Completed,Yes
4584,300,2299,2025-07-14 04:25:35,Cash,Cancelled,Yes
4585,200,1329,2025-05-03 07:25:55,Credit Card,Cancelled,Yes
4586,200,2183,2024-12-08 13:35:46,Credit Card,Pending,Yes
4587,100,1889,2024-09-27 22:14:15,Cash,Completed,Yes
4588,200,2081,2024-08-01 16:42:51,Cash,Completed,No
4589,100,1455,2023-11-27 07:28:30,Online,Completed,Yes
4590,300,666,2024-06-13 11:09:48,Online,Completed,No
4591,200,2837,2024-02-10 10:26:22,Credit Card,Completed,Yes
4592,200,2245,2025-05-04 03:23:18,Cash,Completed,Yes
4593,100,522,2025-03-29 15:34:08,Credit Card,Completed,Yes
4594,100,1646,2025-01-30 23:56:49,Debit Card,Completed,No
4595,300,440,2025-06-28 19:51:44,Debit Card,Completed,No
4596,300,951,2024-12-08 02:03:01,Debit Card,Completed,No
4597,300,453,2024-10-06 03:21:02,Debit Card,Completed,No
4598,300,68,2024-01-23 01:17:02,Debit Card,Pending,No
4599,200,56,2025-01-26 12:11:44,Credit Card,Completed,Yes
4600,200,2592,2024-08-15 03:16:32,Credit Card,Cancelled,No
4601,300,1063,2025-07-12 05:46:57,Debit Card,Completed,No
4602,200,1793,2023-02-08 23:52:30,Online,Completed,No
4603,300,706,2025-06-05 21:03:47,Credit Card,Pending,No
4604,200,1121,2025-02-02 16:48:43,Online,Completed,No
4605,300,336,2025-01-11 19:05:05,Cash,Pending,Yes
4606,200,1475,2024-07-14 09:05:06,Credit Card,Completed,Yes
4607,100,1773,2025-06-18 16:50:29,Cash,Completed,No
4608,300,1448,2025-04-13 14:34:38,Online,Completed,Yes
4609,100,436,2024-04-16 13:09:16,Online,Completed,No
4610,300,363,2025-02-24 04:15:04,Debit Card,Completed,No
4611,300,317,2025-02-03 07:36:00,Online,Completed,No
4612,300,2532,2024-07-13 22:50:21,Credit Card,Completed,No
4613,200,1666,2025-04-25 04:44:51,Debit Card,Completed,No
4614,200,2111,2024-01-01 13:35:39,Debit Card,Completed,Yes
4615,200,2643,2025-07-08 09:19:14,Debit Card,Completed,Yes
4616,100,2592,2024-05-04 17:26:14,Cash,Completed,Yes
4617,200,1358,2023-10-16 21:54:17,Online,Pending,No
4618,300,414,2025-04-05 10:40:03,Credit Card,Completed,No
4619,200,2620,2024-10-15 08:01:50,Cash,Completed,Yes
4620,300,2215,2024-01-08 06:47:07,Debit Card,Completed,Yes
4621,100,1487,2023-12-26 00:12:51,Cash,Completed,Yes
4622,300,2137,2024-04-11 01:37:51,Cash,Pending,Yes
4623,300,1256,2025-06-07 22:01:13,Credit Card,Completed,No
4624,100,2455,2024-02-28 02:02:31,Online,Pending,Yes
4625,200,2000,2025-07-14 14:17:30,Debit Card,Completed,No
4626,300,2922,2024-07-30 07:14:35,Online,Completed,No
4627,100,2566,2024-09-16 23:24:46,Credit Card,Pending,No
4628,100,2863,2022-11-09 05:03:28,Credit Card,Pending,No
4629,200,2928,2023-10-03 15:50:21,Debit Card,Completed,Yes
4630,300,1639,2025-03-05 00:59:47,Debit Card,Completed,No
4631,300,1809,2024-12-29 09:19:54,Debit Card,Completed,Yes
4632,300,1033,2024-10-08 13:24:25,Debit Card,Completed,No
4633,200,1657,2025-05-07 11:33:13,Credit Card,Completed,No
4634,200,1517,2025-04-24 11:34:36,Credit Card,Completed,Yes
4635,100,1892,2022-12-06 18:33:54,Credit Card,Cancelled,Yes
4636,200,768,2025-05-06 07:48:54,Credit Card,Completed,No
4637,300,833,2024-10-03 00:46:34,Debit Card,Completed,Yes
4638,200,2603,2025-01-25 01:40:19,Online,Completed,No
